"VID_PID";"VID";"VID_name";"PID";"PID_name"
"VID_03F0&PID_161D";"03F0";"HP, Inc";"161D";"Wireless Rechargeable Optical Mouse (HID)"
"VID_03F0&PID_1624";"03F0";"HP, Inc";"1624";"Smart Card Keyboard - JP"
"VID_03F0&PID_1702";"03F0";"HP, Inc";"1702";"PhotoSmart 380 series"
"VID_03F0&PID_1704";"03F0";"HP, Inc";"1704";"DeskJet 948C"
"VID_03F0&PID_1705";"03F0";"HP, Inc";"1705";"ScanJet 5590"
"VID_03F0&PID_1711";"03F0";"HP, Inc";"1711";"psc 780xi"
"VID_03F0&PID_1712";"03F0";"HP, Inc";"1712";"Printing Support"
"VID_03F0&PID_1717";"03F0";"HP, Inc";"1717";"LaserJet 3020"
"VID_03F0&PID_171D";"03F0";"HP, Inc";"171D";"Bluetooth 2.0 Interface [Broadcom BCM2045]"
"VID_03F0&PID_1801";"03F0";"HP, Inc";"1801";"Inkjet P-2000U"
"VID_03F0&PID_1802";"03F0";"HP, Inc";"1802";"PhotoSmart 470 series"
"VID_03F0&PID_1804";"03F0";"HP, Inc";"1804";"DeskJet 916C"
"VID_03F0&PID_1805";"03F0";"HP, Inc";"1805";"ScanJet 7650"
"VID_03F0&PID_1811";"03F0";"HP, Inc";"1811";"PSC 720"
"VID_03F0&PID_1812";"03F0";"HP, Inc";"1812";"OfficeJet Pro K550"
"VID_03F0&PID_1817";"03F0";"HP, Inc";"1817";"LaserJet 3030"
"VID_03F0&PID_181D";"03F0";"HP, Inc";"181D";"Bluetooth 2.0 Interface"
"VID_03F0&PID_1902";"03F0";"HP, Inc";"1902";"PhotoSmart A430 series"
"VID_03F0&PID_1904";"03F0";"HP, Inc";"1904";"DeskJet 3820"
"VID_03F0&PID_1911";"03F0";"HP, Inc";"1911";"OfficeJet V45"
"VID_03F0&PID_1917";"03F0";"HP, Inc";"1917";"LaserJet 3380"
"VID_03F0&PID_1A02";"03F0";"HP, Inc";"1A02";"PhotoSmart A510 series"
"VID_03F0&PID_1A11";"03F0";"HP, Inc";"1A11";"OfficeJet 5100 series"
"VID_03F0&PID_1A17";"03F0";"HP, Inc";"1A17";"color LaserJet 4650"
"VID_03F0&PID_1B02";"03F0";"HP, Inc";"1B02";"PhotoSmart A610 series"
"VID_03F0&PID_1B04";"03F0";"HP, Inc";"1B04";"DeskJet 3810"
"VID_03F0&PID_1B05";"03F0";"HP, Inc";"1B05";"ScanJet 4850C/4890C"
"VID_03F0&PID_1B07";"03F0";"HP, Inc";"1B07";"Premium Starter Webcam"
"VID_03F0&PID_1C02";"03F0";"HP, Inc";"1C02";"PhotoSmart A710 series"
"VID_03F0&PID_1C17";"03F0";"HP, Inc";"1C17";"Color LaserJet 2550l"
"VID_03F0&PID_1D02";"03F0";"HP, Inc";"1D02";"PhotoSmart A310 series"
"VID_03F0&PID_1D17";"03F0";"HP, Inc";"1D17";"LaserJet 1320"
"VID_03F0&PID_1D24";"03F0";"HP, Inc";"1D24";"Barcode scanner"
"VID_03F0&PID_1E02";"03F0";"HP, Inc";"1E02";"PhotoSmart A320 Printer series"
"VID_03F0&PID_1E11";"03F0";"HP, Inc";"1E11";"PSC-950"
"VID_03F0&PID_1E17";"03F0";"HP, Inc";"1E17";"LaserJet 1160 series"
"VID_03F0&PID_1F02";"03F0";"HP, Inc";"1F02";"PhotoSmart A440 Printer series"
"VID_03F0&PID_1F11";"03F0";"HP, Inc";"1F11";"PSC 920"
"VID_03F0&PID_1F12";"03F0";"HP, Inc";"1F12";"OfficeJet Pro K5300"
"VID_03F0&PID_1F17";"03F0";"HP, Inc";"1F17";"color LaserJet 5550"
"VID_03F0&PID_1F1D";"03F0";"HP, Inc";"1F1D";"un2400 Gobi Wireless Modem"
"VID_03F0&PID_2001";"03F0";"HP, Inc";"2001";"Floppy"
"VID_03F0&PID_2002";"03F0";"HP, Inc";"2002";"Hub"
"VID_03F0&PID_2004";"03F0";"HP, Inc";"2004";"DeskJet 640c"
"VID_03F0&PID_2005";"03F0";"HP, Inc";"2005";"ScanJet 3570c"
"VID_03F0&PID_2012";"03F0";"HP, Inc";"2012";"OfficeJet Pro K5400"
"VID_03F0&PID_201D";"03F0";"HP, Inc";"201D";"un2400 Gobi Wireless Modem (QDL mode)"
"VID_03F0&PID_2039";"03F0";"HP, Inc";"2039";"Cashdrawer"
"VID_03F0&PID_2102";"03F0";"HP, Inc";"2102";"PhotoSmart 7345"
"VID_03F0&PID_2104";"03F0";"HP, Inc";"2104";"DeskJet 630c"
"VID_03F0&PID_2112";"03F0";"HP, Inc";"2112";"OfficeJet Pro L7500"
"VID_03F0&PID_211D";"03F0";"HP, Inc";"211D";"Sierra MC5725 [ev2210]"
"VID_03F0&PID_2202";"03F0";"HP, Inc";"2202";"PhotoSmart 7600 series"
"VID_03F0&PID_2205";"03F0";"HP, Inc";"2205";"ScanJet 3500c"
"VID_03F0&PID_2212";"03F0";"HP, Inc";"2212";"OfficeJet Pro L7600"
"VID_03F0&PID_2217";"03F0";"HP, Inc";"2217";"color LaserJet 9500 MFP"
"VID_03F0&PID_222A";"03F0";"HP, Inc";"222A";"LaserJet Pro MFP M125nw"
"VID_03F0&PID_2302";"03F0";"HP, Inc";"2302";"PhotoSmart 7600 series"
"VID_03F0&PID_2304";"03F0";"HP, Inc";"2304";"DeskJet 656c"
"VID_03F0&PID_2305";"03F0";"HP, Inc";"2305";"ScanJet 3970c"
"VID_03F0&PID_2311";"03F0";"HP, Inc";"2311";"OfficeJet d series"
"VID_03F0&PID_2312";"03F0";"HP, Inc";"2312";"OfficeJet Pro L7700"
"VID_03F0&PID_2317";"03F0";"HP, Inc";"2317";"LaserJet 4350"
"VID_03F0&PID_231D";"03F0";"HP, Inc";"231D";"Broadcom 2070 Bluetooth Combo"
"VID_03F0&PID_2402";"03F0";"HP, Inc";"2402";"PhotoSmart 7700 series"
"VID_03F0&PID_2404";"03F0";"HP, Inc";"2404";"Deskjet F2280 series"
"VID_03F0&PID_2405";"03F0";"HP, Inc";"2405";"ScanJet 4070 PhotoSmart"
"VID_03F0&PID_2417";"03F0";"HP, Inc";"2417";"LaserJet 4250"
"VID_03F0&PID_241D";"03F0";"HP, Inc";"241D";"Gobi 2000 Wireless Modem (QDL mode)"
"VID_03F0&PID_2424";"03F0";"HP, Inc";"2424";"LP1965 19"" Monitor Hub"
"VID_03F0&PID_2441";"03F0";"HP, Inc";"2441";"Prime G2 [2AP18AA]"
"VID_03F0&PID_2502";"03F0";"HP, Inc";"2502";"PhotoSmart 7700 series"
"VID_03F0&PID_2504";"03F0";"HP, Inc";"2504";"DeskJet F4200 series"
"VID_03F0&PID_2505";"03F0";"HP, Inc";"2505";"ScanJet 3770"
"VID_03F0&PID_2512";"03F0";"HP, Inc";"2512";"OfficeJet Pro L7300 / Compaq LA2405 series monitor"
"VID_03F0&PID_2514";"03F0";"HP, Inc";"2514";"4-port hub"
"VID_03F0&PID_2517";"03F0";"HP, Inc";"2517";"LaserJet 2410"
"VID_03F0&PID_251D";"03F0";"HP, Inc";"251D";"Gobi 2000 Wireless Modem"
"VID_03F0&PID_2524";"03F0";"HP, Inc";"2524";"LP3065 30"" Monitor Hub"
"VID_03F0&PID_2602";"03F0";"HP, Inc";"2602";"PhotoSmart A520 series"
"VID_03F0&PID_2605";"03F0";"HP, Inc";"2605";"ScanJet 3800c"
"VID_03F0&PID_2611";"03F0";"HP, Inc";"2611";"OfficeJet 7100 series"
"VID_03F0&PID_2617";"03F0";"HP, Inc";"2617";"Color LaserJet 2820 series"
"VID_03F0&PID_2624";"03F0";"HP, Inc";"2624";"Pole Display (HP522 2 x 20 Line Display)"
"VID_03F0&PID_2702";"03F0";"HP, Inc";"2702";"PhotoSmart A620 series"
"VID_03F0&PID_2704";"03F0";"HP, Inc";"2704";"DeskJet 915"
"VID_03F0&PID_2717";"03F0";"HP, Inc";"2717";"Color LaserJet 2830"
"VID_03F0&PID_2724";"03F0";"HP, Inc";"2724";"Magnetic Stripe Reader IDRA-334133-HP"
"VID_03F0&PID_2805";"03F0";"HP, Inc";"2805";"Scanjet G2710"
"VID_03F0&PID_2811";"03F0";"HP, Inc";"2811";"PSC-2100"
"VID_03F0&PID_2817";"03F0";"HP, Inc";"2817";"Color LaserJet 2840"
"VID_03F0&PID_2902";"03F0";"HP, Inc";"2902";"PhotoSmart A820 series"
"VID_03F0&PID_2911";"03F0";"HP, Inc";"2911";"PSC 2200"
"VID_03F0&PID_2917";"03F0";"HP, Inc";"2917";"LaserJet 2420"
"VID_03F0&PID_2A11";"03F0";"HP, Inc";"2A11";"PSC 2150 series"
"VID_03F0&PID_2A17";"03F0";"HP, Inc";"2A17";"LaserJet 2430"
"VID_03F0&PID_2A1D";"03F0";"HP, Inc";"2A1D";"Integrated Module with Bluetooth 2.1 Wireless technology"
"VID_03F0&PID_2B11";"03F0";"HP, Inc";"2B11";"PSC 2170 series"
"VID_03F0&PID_2B17";"03F0";"HP, Inc";"2B17";"LaserJet 1020"
"VID_03F0&PID_2B4A";"03F0";"HP, Inc";"2B4A";"Business Slim Keyboard"
"VID_03F0&PID_2C12";"03F0";"HP, Inc";"2C12";"Officejet J4680"
"VID_03F0&PID_2C17";"03F0";"HP, Inc";"2C17";"LaserJet 1022"
"VID_03F0&PID_2C24";"03F0";"HP, Inc";"2C24";"Logitech M-UAL-96 Mouse"
"VID_03F0&PID_2D05";"03F0";"HP, Inc";"2D05";"Scanjet 7000"
"VID_03F0&PID_2D11";"03F0";"HP, Inc";"2D11";"OfficeJet 6110"
"VID_03F0&PID_2D17";"03F0";"HP, Inc";"2D17";"Printing Support"
"VID_03F0&PID_2E11";"03F0";"HP, Inc";"2E11";"PSC 1000"
"VID_03F0&PID_2E17";"03F0";"HP, Inc";"2E17";"LaserJet 2600n"
"VID_03F0&PID_2E24";"03F0";"HP, Inc";"2E24";"LP2275w Monitor Hub"
"VID_03F0&PID_2F11";"03F0";"HP, Inc";"2F11";"PSC 1200"
"VID_03F0&PID_2F17";"03F0";"HP, Inc";"2F17";"Color LaserJet 2605dn"
"VID_03F0&PID_2F24";"03F0";"HP, Inc";"2F24";"LP2475w Monitor Hub"
"VID_03F0&PID_3002";"03F0";"HP, Inc";"3002";"PhotoSmart P1000"
"VID_03F0&PID_3004";"03F0";"HP, Inc";"3004";"DeskJet 980c"
"VID_03F0&PID_3005";"03F0";"HP, Inc";"3005";"ScanJet 4670v"
"VID_03F0&PID_3011";"03F0";"HP, Inc";"3011";"PSC 1100 series"
"VID_03F0&PID_3017";"03F0";"HP, Inc";"3017";"Printing Support"
"VID_03F0&PID_304A";"03F0";"HP, Inc";"304A";"Slim Keyboard"
"VID_03F0&PID_3102";"03F0";"HP, Inc";"3102";"PhotoSmart P1100 Printer w/ Card Reader"
"VID_03F0&PID_3104";"03F0";"HP, Inc";"3104";"DeskJet 960c"
"VID_03F0&PID_3111";"03F0";"HP, Inc";"3111";"OfficeJet 4100 series"
"VID_03F0&PID_3117";"03F0";"HP, Inc";"3117";"EWS 2605dtn"
"VID_03F0&PID_311D";"03F0";"HP, Inc";"311D";"Atheros AR9285 Malbec Bluetooth Adapter"
"VID_03F0&PID_312A";"03F0";"HP, Inc";"312A";"LaserJet Pro M701n"
"VID_03F0&PID_3202";"03F0";"HP, Inc";"3202";"PhotoSmart 1215"
"VID_03F0&PID_3207";"03F0";"HP, Inc";"3207";"4 GB flash drive"
"VID_03F0&PID_3211";"03F0";"HP, Inc";"3211";"OfficeJet 4105 series"
"VID_03F0&PID_3217";"03F0";"HP, Inc";"3217";"LaserJet 3050"
"VID_03F0&PID_3302";"03F0";"HP, Inc";"3302";"PhotoSmart 1218"
"VID_03F0&PID_3304";"03F0";"HP, Inc";"3304";"DeskJet 990c"
"VID_03F0&PID_3307";"03F0";"HP, Inc";"3307";"v125w Stick"
"VID_03F0&PID_3312";"03F0";"HP, Inc";"3312";"OfficeJet J6410"
"VID_03F0&PID_3317";"03F0";"HP, Inc";"3317";"LaserJet 3052"
"VID_03F0&PID_3402";"03F0";"HP, Inc";"3402";"PhotoSmart 1115"
"VID_03F0&PID_3404";"03F0";"HP, Inc";"3404";"DeskJet 6122"
"VID_03F0&PID_3417";"03F0";"HP, Inc";"3417";"LaserJet 3055"
"VID_03F0&PID_3502";"03F0";"HP, Inc";"3502";"PhotoSmart 230"
"VID_03F0&PID_3504";"03F0";"HP, Inc";"3504";"DeskJet 6127c"
"VID_03F0&PID_3511";"03F0";"HP, Inc";"3511";"PSC 2300"
"VID_03F0&PID_3517";"03F0";"HP, Inc";"3517";"LaserJet 3390"
"VID_03F0&PID_354A";"03F0";"HP, Inc";"354A";"Slim Keyboard"
"VID_03F0&PID_3602";"03F0";"HP, Inc";"3602";"PhotoSmart 1315"
"VID_03F0&PID_3611";"03F0";"HP, Inc";"3611";"PSC 2410 PhotoSmart"
"VID_03F0&PID_3612";"03F0";"HP, Inc";"3612";"Officejet Pro 8000 A809"
"VID_03F0&PID_3617";"03F0";"HP, Inc";"3617";"Color LaserJet 2605"
"VID_03F0&PID_3711";"03F0";"HP, Inc";"3711";"PSC 2500"
"VID_03F0&PID_3717";"03F0";"HP, Inc";"3717";"EWS UPD"
"VID_03F0&PID_3724";"03F0";"HP, Inc";"3724";"Webcam"
"VID_03F0&PID_3802";"03F0";"HP, Inc";"3802";"PhotoSmart 100"
"VID_03F0&PID_3807";"03F0";"HP, Inc";"3807";"c485w Flash Drive"
"VID_03F0&PID_3817";"03F0";"HP, Inc";"3817";"LaserJet P2015 series"
"VID_03F0&PID_3902";"03F0";"HP, Inc";"3902";"PhotoSmart 130"
"VID_03F0&PID_3912";"03F0";"HP, Inc";"3912";"Officejet Pro 8500"
"VID_03F0&PID_3917";"03F0";"HP, Inc";"3917";"LaserJet P2014"
"VID_03F0&PID_3A02";"03F0";"HP, Inc";"3A02";"PhotoSmart 7150"
"VID_03F0&PID_3A11";"03F0";"HP, Inc";"3A11";"OfficeJet 5500 series"
"VID_03F0&PID_3A17";"03F0";"HP, Inc";"3A17";"Printing Support"
"VID_03F0&PID_3A1D";"03F0";"HP, Inc";"3A1D";"hs2340 HSPA+ mobile broadband"
"VID_03F0&PID_3B02";"03F0";"HP, Inc";"3B02";"PhotoSmart 7150~"
"VID_03F0&PID_3B05";"03F0";"HP, Inc";"3B05";"Scanjet N8460"
"VID_03F0&PID_3B11";"03F0";"HP, Inc";"3B11";"PSC 1300 series"
"VID_03F0&PID_3B17";"03F0";"HP, Inc";"3B17";"LaserJet M1005 MFP"
"VID_03F0&PID_3B2A";"03F0";"HP, Inc";"3B2A";"Color LaserJet MFP M277dw"
"VID_03F0&PID_3C02";"03F0";"HP, Inc";"3C02";"PhotoSmart 7350"
"VID_03F0&PID_3C05";"03F0";"HP, Inc";"3C05";"Scanjet Professional 1000 Mobile Scanner"
"VID_03F0&PID_3C11";"03F0";"HP, Inc";"3C11";"PSC 1358"
"VID_03F0&PID_3C17";"03F0";"HP, Inc";"3C17";"EWS UPD"
"VID_03F0&PID_3D02";"03F0";"HP, Inc";"3D02";"PhotoSmart 7350~"
"VID_03F0&PID_3D11";"03F0";"HP, Inc";"3D11";"OfficeJet 4215"
"VID_03F0&PID_3D17";"03F0";"HP, Inc";"3D17";"LaserJet P1005"
"VID_03F0&PID_3E02";"03F0";"HP, Inc";"3E02";"PhotoSmart 7550"
"VID_03F0&PID_3E17";"03F0";"HP, Inc";"3E17";"LaserJet P1006"
"VID_03F0&PID_3F02";"03F0";"HP, Inc";"3F02";"PhotoSmart 7550~"
"VID_03F0&PID_3F11";"03F0";"HP, Inc";"3F11";"PSC-1315/PSC-1317"
"VID_03F0&PID_3F17";"03F0";"HP, Inc";"3F17";"Laserjet P1505"
"VID_03F0&PID_4002";"03F0";"HP, Inc";"4002";"PhotoSmart 635/715/720/735/935/E337 (storage)"
"VID_03F0&PID_4004";"03F0";"HP, Inc";"4004";"CP1160"
"VID_03F0&PID_4102";"03F0";"HP, Inc";"4102";"PhotoSmart 618"
"VID_03F0&PID_4105";"03F0";"HP, Inc";"4105";"ScanJet 4370"
"VID_03F0&PID_4111";"03F0";"HP, Inc";"4111";"OfficeJet 7200 series"
"VID_03F0&PID_4117";"03F0";"HP, Inc";"4117";"LaserJet 1018"
"VID_03F0&PID_4202";"03F0";"HP, Inc";"4202";"PhotoSmart 812"
"VID_03F0&PID_4205";"03F0";"HP, Inc";"4205";"ScanJet G3010"
"VID_03F0&PID_4211";"03F0";"HP, Inc";"4211";"OfficeJet 7300 series"
"VID_03F0&PID_4217";"03F0";"HP, Inc";"4217";"EWS CM1015"
"VID_03F0&PID_4302";"03F0";"HP, Inc";"4302";"PhotoSmart 850 (ptp)"
"VID_03F0&PID_4305";"03F0";"HP, Inc";"4305";"ScanJet G3110"
"VID_03F0&PID_4311";"03F0";"HP, Inc";"4311";"OfficeJet 7400 series"
"VID_03F0&PID_4317";"03F0";"HP, Inc";"4317";"Color LaserJet CM1017"
"VID_03F0&PID_4402";"03F0";"HP, Inc";"4402";"PhotoSmart 935 (ptp)"
"VID_03F0&PID_4417";"03F0";"HP, Inc";"4417";"EWS UPD"
"VID_03F0&PID_4502";"03F0";"HP, Inc";"4502";"PhotoSmart 945 (PTP mode)"
"VID_03F0&PID_4505";"03F0";"HP, Inc";"4505";"ScanJet G4010"
"VID_03F0&PID_4507";"03F0";"HP, Inc";"4507";"External HDD"
"VID_03F0&PID_4511";"03F0";"HP, Inc";"4511";"PhotoSmart 2600"
"VID_03F0&PID_4512";"03F0";"HP, Inc";"4512";"E709n [Officejet 6500 Wireless]"
"VID_03F0&PID_4517";"03F0";"HP, Inc";"4517";"EWS UPD"
"VID_03F0&PID_4605";"03F0";"HP, Inc";"4605";"ScanJet G4050"
"VID_03F0&PID_4611";"03F0";"HP, Inc";"4611";"PhotoSmart 2700"
"VID_03F0&PID_4717";"03F0";"HP, Inc";"4717";"Color LaserJet CP1215"
"VID_03F0&PID_4811";"03F0";"HP, Inc";"4811";"PSC 1600"
"VID_03F0&PID_4911";"03F0";"HP, Inc";"4911";"PSC 2350"
"VID_03F0&PID_4B11";"03F0";"HP, Inc";"4B11";"OfficeJet 6200"
"VID_03F0&PID_4C11";"03F0";"HP, Inc";"4C11";"PSC 1500 series"
"VID_03F0&PID_4C17";"03F0";"HP, Inc";"4C17";"EWS UPD"
"VID_03F0&PID_4D11";"03F0";"HP, Inc";"4D11";"PSC 1400"
"VID_03F0&PID_4D17";"03F0";"HP, Inc";"4D17";"EWS UPD"
"VID_03F0&PID_4E11";"03F0";"HP, Inc";"4E11";"PhotoSmart 2570 series"
"VID_03F0&PID_4F11";"03F0";"HP, Inc";"4F11";"OfficeJet 5600 (USBHUB)"
"VID_03F0&PID_4F17";"03F0";"HP, Inc";"4F17";"Color LaserJet CM1312 MFP"
"VID_03F0&PID_5004";"03F0";"HP, Inc";"5004";"DeskJet 995c"
"VID_03F0&PID_5011";"03F0";"HP, Inc";"5011";"PhotoSmart 3100 series"
"VID_03F0&PID_5017";"03F0";"HP, Inc";"5017";"EWS UPD"
"VID_03F0&PID_5111";"03F0";"HP, Inc";"5111";"PhotoSmart 3200 series"
"VID_03F0&PID_5211";"03F0";"HP, Inc";"5211";"PhotoSmart 3300 series"
"VID_03F0&PID_5307";"03F0";"HP, Inc";"5307";"v165w Stick"
"VID_03F0&PID_5311";"03F0";"HP, Inc";"5311";"OfficeJet 6300"
"VID_03F0&PID_5312";"03F0";"HP, Inc";"5312";"Officejet Pro 8500A"
"VID_03F0&PID_5317";"03F0";"HP, Inc";"5317";"Color LaserJet CP2025 series"
"VID_03F0&PID_5411";"03F0";"HP, Inc";"5411";"OfficeJet 4300"
"VID_03F0&PID_5511";"03F0";"HP, Inc";"5511";"DeskJet F300 series"
"VID_03F0&PID_5611";"03F0";"HP, Inc";"5611";"PhotoSmart C3180"
"VID_03F0&PID_5617";"03F0";"HP, Inc";"5617";"LaserJet M1120 MFP"
"VID_03F0&PID_5711";"03F0";"HP, Inc";"5711";"PhotoSmart C4100 series"
"VID_03F0&PID_5717";"03F0";"HP, Inc";"5717";"LaserJet M1120n MFP"
"VID_03F0&PID_5811";"03F0";"HP, Inc";"5811";"PhotoSmart C5100 series"
"VID_03F0&PID_5817";"03F0";"HP, Inc";"5817";"LaserJet M1319f MFP"
"VID_03F0&PID_581D";"03F0";"HP, Inc";"581D";"lt4112 Gobi 4G Module Network Device"
"VID_03F0&PID_5911";"03F0";"HP, Inc";"5911";"PhotoSmart C6180"
"VID_03F0&PID_5912";"03F0";"HP, Inc";"5912";"Officejet Pro 8600"
"VID_03F0&PID_5A11";"03F0";"HP, Inc";"5A11";"PhotoSmart C7100 series"
"VID_03F0&PID_5B11";"03F0";"HP, Inc";"5B11";"OfficeJet J2100 series"
"VID_03F0&PID_5B12";"03F0";"HP, Inc";"5B12";"Officejet Pro 8100"
"VID_03F0&PID_5C11";"03F0";"HP, Inc";"5C11";"PhotoSmart C4200 Printer series"
"VID_03F0&PID_5C12";"03F0";"HP, Inc";"5C12";"OfficeJet 6700"
"VID_03F0&PID_5C17";"03F0";"HP, Inc";"5C17";"LaserJet P2055 series"
"VID_03F0&PID_5D11";"03F0";"HP, Inc";"5D11";"PhotoSmart C5200 series"
"VID_03F0&PID_5E11";"03F0";"HP, Inc";"5E11";"PhotoSmart D7400 series"
"VID_03F0&PID_6004";"03F0";"HP, Inc";"6004";"DeskJet 5550"
"VID_03F0&PID_6102";"03F0";"HP, Inc";"6102";"Hewlett Packard Digital Camera"
"VID_03F0&PID_6104";"03F0";"HP, Inc";"6104";"DeskJet 5650c"
"VID_03F0&PID_6117";"03F0";"HP, Inc";"6117";"color LaserJet 3550"
"VID_03F0&PID_6202";"03F0";"HP, Inc";"6202";"PhotoSmart 215"
"VID_03F0&PID_6204";"03F0";"HP, Inc";"6204";"DeskJet 5150c"
"VID_03F0&PID_6217";"03F0";"HP, Inc";"6217";"Color LaserJet 4700"
"VID_03F0&PID_6302";"03F0";"HP, Inc";"6302";"PhotoSmart 318/612"
"VID_03F0&PID_6317";"03F0";"HP, Inc";"6317";"Color LaserJet 4730mfp"
"VID_03F0&PID_632A";"03F0";"HP, Inc";"632A";"LaserJet M203-M206"
"VID_03F0&PID_6402";"03F0";"HP, Inc";"6402";"PhotoSmart 715 (ptp)"
"VID_03F0&PID_6411";"03F0";"HP, Inc";"6411";"PhotoSmart C8100 series"
"VID_03F0&PID_6417";"03F0";"HP, Inc";"6417";"LaserJet 5200"
"VID_03F0&PID_6502";"03F0";"HP, Inc";"6502";"PhotoSmart 120 (ptp)"
"VID_03F0&PID_6511";"03F0";"HP, Inc";"6511";"PhotoSmart C7200 series"
"VID_03F0&PID_6602";"03F0";"HP, Inc";"6602";"PhotoSmart 320"
"VID_03F0&PID_6611";"03F0";"HP, Inc";"6611";"PhotoSmart C4380 series"
"VID_03F0&PID_6617";"03F0";"HP, Inc";"6617";"LaserJet 5200L"
"VID_03F0&PID_6702";"03F0";"HP, Inc";"6702";"PhotoSmart 720 (ptp)"
"VID_03F0&PID_6717";"03F0";"HP, Inc";"6717";"Color LaserJet 3000"
"VID_03F0&PID_6802";"03F0";"HP, Inc";"6802";"PhotoSmart 620 (ptp)"
"VID_03F0&PID_6811";"03F0";"HP, Inc";"6811";"PhotoSmart D5300 series"
"VID_03F0&PID_6817";"03F0";"HP, Inc";"6817";"Color LaserJet 3800"
"VID_03F0&PID_6911";"03F0";"HP, Inc";"6911";"PhotoSmart D7200 series"
"VID_03F0&PID_6917";"03F0";"HP, Inc";"6917";"Color LaserJet 3600"
"VID_03F0&PID_6A02";"03F0";"HP, Inc";"6A02";"PhotoSmart 735 (ptp)"
"VID_03F0&PID_6A11";"03F0";"HP, Inc";"6A11";"PhotoSmart C6200 series"
"VID_03F0&PID_6A17";"03F0";"HP, Inc";"6A17";"LaserJet 4240"
"VID_03F0&PID_6B02";"03F0";"HP, Inc";"6B02";"PhotoSmart R707 (PTP mode)"
"VID_03F0&PID_6B11";"03F0";"HP, Inc";"6B11";"Photosmart C4500 series"
"VID_03F0&PID_6C11";"03F0";"HP, Inc";"6C11";"Photosmart C4480"
"VID_03F0&PID_6C17";"03F0";"HP, Inc";"6C17";"Color LaserJet 4610"
"VID_03F0&PID_6F17";"03F0";"HP, Inc";"6F17";"Color LaserJet CP6015 series"
"VID_03F0&PID_7004";"03F0";"HP, Inc";"7004";"DeskJet 3320c"
"VID_03F0&PID_7102";"03F0";"HP, Inc";"7102";"PhotoSmart 635 (PTP mode)"
"VID_03F0&PID_7104";"03F0";"HP, Inc";"7104";"DeskJet 3420c"
"VID_03F0&PID_7117";"03F0";"HP, Inc";"7117";"CM8060 Color MFP with Edgeline Technology"
"VID_03F0&PID_7202";"03F0";"HP, Inc";"7202";"PhotoSmart 43x (ptp)"
"VID_03F0&PID_7204";"03F0";"HP, Inc";"7204";"DeskJet 36xx"
"VID_03F0&PID_7217";"03F0";"HP, Inc";"7217";"LaserJet M5035 MFP"
"VID_03F0&PID_7302";"03F0";"HP, Inc";"7302";"PhotoSmart M307 (PTP mode)"
"VID_03F0&PID_7304";"03F0";"HP, Inc";"7304";"DeskJet 35xx"
"VID_03F0&PID_7311";"03F0";"HP, Inc";"7311";"Photosmart Premium C309"
"VID_03F0&PID_7317";"03F0";"HP, Inc";"7317";"LaserJet P3005"
"VID_03F0&PID_7404";"03F0";"HP, Inc";"7404";"Printing Support"
"VID_03F0&PID_7417";"03F0";"HP, Inc";"7417";"LaserJet M4345 MFP"
"VID_03F0&PID_7504";"03F0";"HP, Inc";"7504";"Printing Support"
"VID_03F0&PID_7517";"03F0";"HP, Inc";"7517";"LaserJet M3035 MFP"
"VID_03F0&PID_7604";"03F0";"HP, Inc";"7604";"DeskJet 3940"
"VID_03F0&PID_7611";"03F0";"HP, Inc";"7611";"DeskJet F2492 All-in-One"
"VID_03F0&PID_7617";"03F0";"HP, Inc";"7617";"LaserJet P3004"
"VID_03F0&PID_7702";"03F0";"HP, Inc";"7702";"PhotoSmart R817 (PTP mode)"
"VID_03F0&PID_7704";"03F0";"HP, Inc";"7704";"DeskJet D4100"
"VID_03F0&PID_7717";"03F0";"HP, Inc";"7717";"CM8050 Color MFP with Edgeline Technology"
"VID_03F0&PID_7804";"03F0";"HP, Inc";"7804";"DeskJet D1360"
"VID_03F0&PID_7817";"03F0";"HP, Inc";"7817";"Color LaserJet CP3505"
"VID_03F0&PID_7917";"03F0";"HP, Inc";"7917";"LaserJet M5025 MFP"
"VID_03F0&PID_7A02";"03F0";"HP, Inc";"7A02";"PhotoSmart M415 (PTP mode)"
"VID_03F0&PID_7A04";"03F0";"HP, Inc";"7A04";"DeskJet D2460"
"VID_03F0&PID_7A11";"03F0";"HP, Inc";"7A11";"Photosmart B109"
"VID_03F0&PID_7A17";"03F0";"HP, Inc";"7A17";"LaserJet M3027 MFP"
"VID_03F0&PID_7B02";"03F0";"HP, Inc";"7B02";"PhotoSmart M23 (PTP mode)"
"VID_03F0&PID_7B17";"03F0";"HP, Inc";"7B17";"Color LaserJet CP4005"
"VID_03F0&PID_7C17";"03F0";"HP, Inc";"7C17";"Color LaserJet CM6040 series"
"VID_03F0&PID_7D04";"03F0";"HP, Inc";"7D04";"DeskJet F2100 Printer series"
"VID_03F0&PID_7D17";"03F0";"HP, Inc";"7D17";"Color LaserJet CM4730 MFP"
"VID_03F0&PID_7E04";"03F0";"HP, Inc";"7E04";"DeskJet F4100 Printer series"
"VID_03F0&PID_8017";"03F0";"HP, Inc";"8017";"LaserJet P4515"
"VID_03F0&PID_8104";"03F0";"HP, Inc";"8104";"Printing Support"
"VID_03F0&PID_8117";"03F0";"HP, Inc";"8117";"LaserJet P4015"
"VID_03F0&PID_811C";"03F0";"HP, Inc";"811C";"Ethernet HN210E"
